"DRXFDCD","DRXFCSD","DRXFCLD",
"56104000.0","MACARONI,CKD,VEGETABLE,NS AS TO FAT ADDED","Macaroni, cooked, vegetable, NS as to fat added in cooking",
"56104010.0","MACARONI,COOKED,VEGETABLE,FAT NOT ADDED IN COOKING","Macaroni, cooked, vegetable, fat not added in cooking",
"56104020.0","MACARONI,COOKED,VEGETABLE, FAT ADDED IN COOKING","Macaroni, cooked, vegetable, fat added in cooking",
"56112000.0","NOODLES, COOKED, NS AS TO ADDED FAT","Noodles, cooked, NS as to fat added in cooking",
"56112010.0","NOODLES, COOKED, NO FAT ADDED","Noodles, cooked, fat not added in cooking",
"56112030.0","NOODLES, COOKED, FAT ADDED","Noodles, cooked, fat added in cooking",
"56113000.0","NOODLES, COOKED,WHOLE WHEAT,NS AS TO FAT ADDED","Noodles, cooked, whole wheat, NS as to fat added in cooking",
"56113010.0","NOODLES, WHOLE WHEAT, COOKED, NO FAT ADDED","Noodles, cooked, whole wheat, fat not added in cooking",
"56113990.0","NOODLES, COOKED, SPINACH, NS AS TO FAT","Noodles, cooked, spinach, NS as to fat added in cooking",
"56114000.0","NOODLES, SPINACH, COOKED, NO FAT ADDED","Noodles, cooked, spinach, fat not added in cooking",
"56114020.0","NOODLES, COOKED, SPINACH, FAT ADDED","Noodles, cooked, spinach, fat added in cooking",
"56116000.0","NOODLES, CHOW MEIN","Noodles, chow mein",
"56116990.0","LONG RICE NOODLES(FROM MUNG BEANS),CKD,NS FAT ADDed","Long rice noodles (made from mung beans) cooked, NS as to fat added in cooking",
"56117000.0","LONG RICE NOODLES, COOKED, NO FAT ADDED","Long rice noodles (made from mung beans), cooked, fat not added in cooking",
"56117010.0","LONG RICE NOODLES, COOKED, FAT ADDED","Long rice noodles (made from mung beans), cooked, fat added in cooking",
"56117090.0","CHOW FUN RICE NOODLES,COOKED,NS AS TO FAT ADDED","Chow fun rice noodles, cooked, NS as to fat added in cooking",
"56117100.0","CHOW FUN RICE NOODLES, COOKED, NO FAT ADDED","Chow fun rice noodles, cooked, fat not added in cooking",
"56117110.0","CHOW FUN RICE NOODLES, COOKED, FAT ADDED","Chow fun rice noodles, cooked, fat added in cooking",
"56130000.0","SPAGHETTI, COOKED, NS AS TO ADDED FAT","Spaghetti, cooked, NS as to fat added in cooking",
"56130010.0","SPAGHETTI, COOKED, NO FAT ADDED","Spaghetti, cooked, fat not added in cooking",
"56131000.0","SPAGHETTI, COOKED, FAT ADDED","Spaghetti, cooked, fat added in cooking",
"56132990.0","SPAGHETTI, COOKED, WHOLE WHEAT, NS AS TO ADDED FAT","Spaghetti, cooked, whole wheat, NS as to fat added in cooking",
"56133000.0","SPAGHETTI, COOKED, WHOLE WHEAT, NO FAT ADDED","Spaghetti, cooked, whole wheat, fat not added in cooking",
"56133010.0","SPAGHETTI, COOKED, WHOLE WHEAT, FAT ADDED","Spaghetti, cooked, whole wheat, fat added in cooking",
"56140100.0","PASTA, GLUTEN FREE","Pasta, gluten free",
"56200300.0","CEREAL, COOKED, NFS","Cereal, cooked, NFS",
"56200350.0","CEREAL, COOKED, INSTANT, NS AS TO GRAIN","Cereal, cooked, instant, NS as to grain",
"56200390.0","BARLEY, COOKED, NS AS TO FAT ADDED IN COOKING","Barley, cooked, NS as to fat added in cooking",
"56200400.0","BARLEY, COOKED, NO FAT ADDED","Barley, cooked, fat not added in cooking",
"56200490.0","BUCKWHEAT GROATS, COOKED, NS AS TO FAT ADDED","Buckwheat groats, cooked, NS as to fat added in cooking",
"56200500.0","BUCKWHEAT GROATS, COOKED, NO FAT ADDED (INCL KASHA)","Buckwheat groats, cooked, fat not added in cooking",
"56200510.0","BUCKWHEAT GROATS, COOKED, FAT ADDED","Buckwheat groats, cooked, fat added in cooking",
"56200990.0","GRITS, COOKED,CORN/HOMINY, NS REG, QUICK, INST, NS FAT ADDED","Grits, cooked, corn or hominy, NS as to regular, quick, or instant, NS as to fat added in cooking",
"56201000.0","GRITS, CORN OR HOMINY, NFS, NO FAT ADDED","Grits, cooked, corn or hominy, NS as to regular, quick, or instant, fat not added in cooking",
"56201010.0","GRITS, CKD, CORN/HOMINY, REGULAR, NO FAT","Grits, cooked, corn or hominy, regular, fat not added in cooking",
"56201020.0","GRITS, COOKED, CORN/HOMINY, REGULAR, FAT ADDED","Grits, cooked, corn or hominy, regular, fat added in cooking",
"56201030.0","GRITS, COOKED, CORN/HOMINY, REGULAR, NS AS TO FAT","Grits, cooked, corn or hominy, regular, NS as to fat added in cooking",
"56201040.0","GRITS, COOKED, CORN/HOMINY, FAT ADDED","Grits, cooked, corn or hominy, NS as to regular, quick, or instant, fat added in cooking",
"56201060.0","GRITS,CKD,CORN/HOMINY,W/CHEESE,NS TYPE,NS FAT ADDED","Grits, cooked, corn or hominy, with cheese, NS as to regular, quick, or instant, NS as to fat added in cooking",
"56201061.0","GRITS,CKD,CORN/HOMINY,W/ CHEESE,NS TYPE,FAT NOT ADDED","Grits, cooked, corn or hominy, with cheese, NS as to regular, quick, or instant, fat not added in cooking",
"56201062.0","GRITS,CKD,CORN/HOMINY,W/ CHEESE,NS TYPE,FAT ADDED","Grits, cooked, corn or hominy, with cheese, NS as to regular, quick, or instant, fat added in cooking",
"56201070.0","GRITS,CKD,CORN/HOMINY,W/ CHEESE,REG,NS FAT ADDED","Grits, cooked, corn or hominy, with cheese, regular, NS as to fat added in cooking",
"56201071.0","GRITS,CKD,CORN/HOMINY,W/ CHEESE,REG,FAT NOT ADDED","Grits, cooked, corn or hominy, with cheese, regular, fat not added in cooking",
"56201072.0","GRITS,CKD,CORN/HOMINY,W/ CHEESE,REG,FAT ADDED","Grits, cooked, corn or hominy, with cheese, regular, fat added in cooking",
"56201080.0","GRITS,CKD,CORN/HOMINY,W/ CHEESE,QUICK,NS FAT ADDED","Grits, cooked, corn or hominy, with cheese, quick, NS as to fat added in cooking",
"56201081.0","GRITS,CKD,CORN/HOMINY,W/ CHEESE,QUICK,FAT NOT ADDED","Grits, cooked, corn or hominy, with cheese, quick, fat not added in cooking",
"56201082.0","GRITS,CKD,CORN/HOMINY,W/ CHEESE,QUICK,FAT ADDED","Grits, cooked, corn or hominy, with cheese, quick, fat added in cooking",
"56201090.0","GRITS,CKD,CORN/HOMINY,W/ CHEESE,INSTANT,NS FAT ADDED","Grits, cooked, corn or hominy, with cheese, instant, NS as to fat added in cooking",
"56201091.0","GRITS,CKD,CORN/HOMINY,W/ CHEESE,INSTANT,FAT NOT ADDED","Grits, cooked, corn or hominy, with cheese, instant, fat not added in cooking",
"56201092.0","GRITS,CKD,CORN/HOMINY,W/ CHEESE,INSTANT,FAT ADDED","Grits, cooked, corn or hominy, with cheese, instant, fat added in cooking",
"56201110.0","GRITS, COOKED, CORN/HOMINY, QUICK, NO FAT ADDED","Grits, cooked, corn or hominy, quick, fat not added in cooking",
"56201120.0","GRITS, COOKED, CORN/HOMINY, QUICK, FAT ADDED","Grits, cooked, corn or hominy, quick, fat added in cooking",
"56201130.0","GRITS, COOKED, CORN/HOMINY,QUICK,NS AS TO ADDED FAT","Grits, cooked, corn or hominy, quick, NS as to fat added in cooking",
"56201210.0","GRITS, COOKED, CORN/HOMINY, INSTANT, NO FAT ADDED","Grits, cooked, corn or hominy, instant, fat not added in cooking",
"56201220.0","GRITS, CORN/HOMINY, INSTANT, FAT ADDED","Grits, cooked, corn or hominy, instant, fat added in cooking",
"56201230.0","GRITS, CORN/HOMINY, INSTANT, COOKED, NS AS TO FAT","Grits, cooked, corn or hominy, instant, NS as to fat added in cooking",
"56201240.0","GRITS, FLAVORED, INSTANT, NO FAT ADDED","Grits, cooked, flavored, corn or hominy, instant, fat not added in cooking",
"56201250.0","GRITS, FLAVORED, INSTANT, FAT ADDED","Grits, cooked, flavored, corn or hominy, instant, fat added in cooking",
"56201260.0","GRITS, FLAVORED, INSTANT, NS AS TO ADDED FAT","Grits, cooked, flavored, corn or hominy, instant, NS as to fat added in cooking",
"56201296.0","GRITS, COOKED, CORN/HOMINY,  NFS, MADE W/ MILK, FAT ADDED","Grits, cooked, corn or hominy, NS as to regular, quick, or instant, made with milk, fat added in cooking",
"56201298.0","GRITS,CORN/HOM,NSF,MADE W/MILK, FAT NOT ADDED IN COOKING","Grits, cooked, corn or hominy, NS as to regular, quick, or instant, made with milk, fat not added in cooking",
"56201300.0","GRITS,COOKED,CORN/HOM,NFS,MADE W/MILK, NS AS TO FAT ADDED","Grits, cooked, corn or hominy, NS as to regular, quick, or instant, made with milk, NS as to fat added in cooking",
"56201320.0","GRITS, COOKED, CORN/HOMINY, REG, MADE WITH MILK, FAT ADDED","Grits, cooked, corn or hominy, regular, made with milk, fat added in cooking",
"56201322.0","GRITS, COOKED, CORN/HOMINY, REG, MADE W/ MILK, FAT NOT ADDED","Grits, cooked, corn or hominy, regular, made with milk, fat not added in cooking",
"56201324.0","GRITS, COOKED, CORN/HOMINY, REG, MADE W/MILK, NS AS TO FAT","Grits, cooked, corn or hominy, regular, made with milk, NS as to fat added in cooking",
"56201330.0","GRITS, COOKED, CORN/HOMINY, QUICK, MADE W/ MILK, FAT ADDED","Grits, cooked, corn or hominy, quick, made with milk, fat added in cooking",
"56201332.0","GRITS, COOKED, CORN/HOMINY, QUICK, MADE W/MILK, NO FAT ADDED","Grits, cooked, corn or hominy, quick, made with milk, fat not added in cooking",
"56201334.0","GRITS, COOKED, CORN/HOMINY,QUICK, W/MILK, NS AS TO ADDED FAT","Grits, cooked, corn or hominy, quick, made with milk, NS as to fat added in cooking",
"56201340.0","GRITS, CORN/HOMINY, INSTANT, MADE W/ MILK, FAT ADDED","Grits, cooked, corn or hominy, instant, made with milk, fat added in cooking",
"56201342.0","GRITS, COOKED, CORN/HOMINY, INSTANT, W/ MILK, NO FAT ADDED","Grits, cooked, corn or hominy, instant, made with milk, fat not added in cooking",
"56201344.0","GRITS, COOKED, CORN/HOM, INST,MADE W/MILK,NS AS TO FAT ADDED","Grits, cooked, corn or hominy, instant, made with milk, NS as to fat added in cooking",
"56201510.0","CORNMEAL MUSH, MADE W/ WATER","Cornmeal mush, made with water",
"56201520.0","CORNMEAL MUSH, FRIED","Cornmeal mush, fried",
"56201530.0","CORNMEAL MUSH, MADE W/ MILK","Cornmeal mush, made with milk",
"56201540.0","CORNMEAL, MADE W/ MILK & SUGAR, P. R. STYLE","Cornmeal, made with milk and sugar, Puerto Rican Style (Harina de maiz)",
"56201550.0","CORNMEAL DUMPLINGS","Cornmeal dumpling",
"56201560.0","CORNMEAL STICKS, BOILED (INCL CORNMEAL GUANINES)","Cornmeal sticks, boiled",
"56201600.0","CORNMEAL, LIME-TREATED, COOKED","Cornmeal, lime-treated, cooked (Masa harina)",
"56201700.0","CORNSTARCH W/ MILK, EATEN AS CEREAL","Cornstarch with milk, eaten as a cereal (2 tbsp cornstarch in 2-1/2 cups milk)",
"56201750.0","CORNSTARCH, DRY","Cornstarch, dry",
"56201990.0","MILLET, COOKED, NS AS TO FAT ADDED IN COOKING","Millet, cooked, NS as to fat added in cooking",
"56202000.0","MILLET, COOKED, NO FAT ADDED","Millet, cooked, fat not added in cooking",
"56202100.0","MILLET, COOKED, FAT ADDED IN COOKING","Millet, cooked, fat added in cooking",
"56202900.0","OATMEAL, COOKED, FROM FAST FOOD","Oatmeal, cooked, from fast food",
"56202960.0","OATMEAL,COOKED,NS AS TO REG,QUICK/INST,NS TO FAT","Oatmeal, cooked, NS as to regular, quick or instant; NS as to fat added in cooking",
"56202970.0","OATMEAL, COOKED, QUICK, NS TO FAT ADDED","Oatmeal, cooked, quick (1 or 3 minutes), NS as to fat added in cooking",
"56202980.0","OATMEAL, COOKED, REG, NS TO FAT ADDED","Oatmeal, cooked, regular, NS as to fat added in cooking",
"56203000.0","OATMEAL, COOKED, NFS, NO FAT ADDED","Oatmeal, cooked, NS as to regular, quick or instant, fat not added in cooking",
"56203010.0","OATMEAL, COOKED, REGULAR, NO FAT ADDED","Oatmeal, cooked, regular, fat not added in cooking",
"56203020.0","OATMEAL,  COOKED, QUICK, NO FAT ADDED","Oatmeal, cooked, quick (1 or 3 minutes), fat not added in cooking",
"56203030.0","OATMEAL, COOKED, INSTANT, NO FAT ADDED IN COOKING","Oatmeal, cooked, instant, fat not added in cooking",
"56203040.0","OATMEAL, FAT ADDED IN COOKING, NFS","Oatmeal, cooked, NS as to regular, quick, or instant, fat added in cooking",
"56203050.0","OATMEAL, REGULAR, FAT ADDED IN COOKING","Oatmeal, cooked, regular, fat added in cooking",
"56203060.0","OATMEAL, QUICK, FAT ADDED IN COOKING","Oatmeal, cooked, quick (1 or 3 minutes), fat added in cooking",
"56203070.0","OATMEAL, INSTANT, FAT ADDED","Oatmeal, cooked, instant, fat added in cooking",
"56203080.0","OATMEAL, INSTANT, NS AS TO ADDED FAT","Oatmeal, cooked, instant, NS as to fat added in cooking",
"56203110.0","OATMEAL, MAPLE FLAVOR, COOKED (INCL MAYPO)","Oatmeal with maple flavor, cooked",
"56203200.0","OATMEAL, W/ FRUIT, COOKED","Oatmeal with fruit, cooked",
"56203210.0","OATMEAL, NS TYPE, MADE W/ MILK, NO FAT ADDED","Oatmeal, NS as to regular, quick, or instant, made with milk, fat not added in cooking",
"56203211.0","OATMEAL, CKD, REG, MADE W/ MILK, FAT NOT ADDED IN COOKING","Oatmeal, cooked, regular, made with milk, fat not added in cooking",
"56203212.0","OATMEAL, CKD, QUICK, MADE W/ MILK, FAT NOT ADDED IN COOKING","Oatmeal, cooked, quick (1 or 3 minutes), made with milk, fat not added in cooking",
"56203213.0","OATMEAL, CKD, INST, MADE W/ MILK, FAT NOT ADDED IN COOKING","Oatmeal, cooked, instant, made with milk, fat not added in cooking",
"56203220.0","OATMEAL, NS TYPE, MADE W/ MILK, FAT ADDED","Oatmeal, NS as to regular, quick, or instant, made with milk, fat added in cooking",
"56203221.0","OATMEAL, CKD, REG, MADE W/ MILK, FAT ADDED IN COOKING","Oatmeal, cooked, regular, made with milk, fat added in cooking",
"56203222.0","OATMEAL, CKD, QUICK, MADE W/ MILK, FAT ADDED IN COOKING","Oatmeal, cooked, quick (1 or 3 minutes), made with milk, fat added in cooking",
"56203223.0","OATMEAL, CKD, INST, MADE W/ MILK, FAT ADDED IN COOKING","Oatmeal, cooked, instant, made with milk, fat added in cooking",
"56203230.0","OATMEAL, NS TYPE, MADE W/ MILK, NS AS TO ADDED FAT","Oatmeal, NS as to regular, quick, or instant, made with milk, NS as to fat added in cooking",
"56203231.0","OATMEAL, CKD, REG, MADE W/ MILK, NS AS TO FAT ADDED","Oatmeal, cooked, regular, made with milk, NS as to fat added in cooking",
"56203232.0","OATMEAL, CKD, QUICK, MADE W/ MILK, NS AS TO FAT ADDED","Oatmeal, cooked, quick (1 or 3 minutes), made with milk, NS as to fat added in cooking",
"56203233.0","OATMEAL, CKD, INST, MADE W/ MILK, NS AS TO FAT ADDED","Oatmeal, cooked, instant, made with milk, NS as to fat added in cooking",
"56203540.0","OATMEAL, MADE W/ MILK & SUGAR, P.R. STYLE","Oatmeal, made with milk and sugar, Puerto Rican style",
"56203600.0","OATMEAL, MULTIGRAIN, COOKED, NS FAT ADDED","Oatmeal, multigrain, cooked, NS as to fat added in cooking",
"56203610.0","OATMEAL, MULTIGRAIN, COOKED, FAT NOT ADDED","Oatmeal, multigrain, cooked, fat not added in cooking",
"56203620.0","OATMEAL, MULTIGRAIN, COOKED, FAT ADDED","Oatmeal, multigrain, cooked, fat added in cooking",
"56204000.0","QUINOA, COOKED, NS AS TO FAT ADDED IN COOKING","Quinoa, cooked, NS as to fat added in cooking",
"56204005.0","QUINOA, COOKED, FAT NOT ADDED IN COOKING","Quinoa, cooked, fat not added in cooking",
"56204010.0","QUINOA, COOKED, FAT ADDED IN COOKING","Quinoa, cooked, fat added in cooking",
"56205000.0","RICE, COOKED, NS AS TO TYPE","Rice, cooked, NFS",
"56205002.0","RICE, WHITE, COOKED, MADE WITH OIL","Rice, white, cooked, fat added in cooking, made with oil",
"56205004.0","RICE, WHITE, COOKED, MADE WITH BUTTER","Rice, white, cooked, fat added in cooking, made with butter",
"56205006.0","RICE, WHITE, COOKED, MADE WITH MARGARINE","Rice, white, cooked, fat added in cooking, made with margarine",
"56205008.0","RICE, WHITE, COOKED, FAT NOT ADDED IN COOKING","Rice, white, cooked, fat not added in cooking",
"56205012.0","RICE, BROWN, COOKED, MADE WITH OIL","Rice, brown, cooked, fat added in cooking, made with oil",
"56205014.0","RICE, BROWN, COOKED, MADE WITH BUTTER","Rice, brown, cooked, fat added in cooking, made with butter",
"56205016.0","RICE, BROWN, COOKED, MADE WITH MARGARINE","Rice, brown, cooked, fat added in cooking, made with margarine",
"56205018.0","RICE, BROWN, COOKED, FAT NOT ADDED IN COOKING","Rice, brown, cooked, fat not added in cooking",
"56205050.0","RICE, CREAM OF, COOKED, NO FAT ADDED","Rice, cream of, cooked, fat not added in cooking",
"56205060.0","RICE, COOKED, W/ MILK","Rice, cooked, with milk",
"56205070.0","RICE, SWEET, (RICE, COOKED, W/ HONEY)","Rice, sweet (rice, cooked, with honey)",
"56205080.0","RICE, CREAMED, W/ MILK & SUGAR, PUERTO RICAN","Rice, creamed, made with milk and sugar, Puerto Rican style",
"56205090.0","RICE, CREAM OF, COOKED, FAT ADDED IN COOKING","Rice, cream of, cooked, fat added in cooking",
"56205092.0","RICE, CREAM OF, COOKED, NS AS TO FAT ADDED IN COOKING","Rice, cream of, cooked, NS as to fat added in cooking",
"56205094.0","RICE, CREAM OF, COOKED, MADE WITH MILK","Rice, cream of, cooked, made with milk",
"56205101.0","CONGEE (ASIAN)","Congee (Asian)",
"56205130.0","YELLOW RICE, COOKED, NS AS TO FAT ADDED IN COOKING","Yellow rice, cooked, NS as to fat added in cooking",
"56205150.0","YELLOW RICE, COOKED, FAT NOT ADDED IN COOKING","Yellow rice, cooked, fat not added in cooking",
"56205170.0","YELLOW RICE, COOKED, FAT ADDED IN COOKING","Yellow rice, cooked, fat added in cooking",
"56205190.0","RICE, WHITE, COOKED, GLUTINOUS (INCL STICKY RICE)","Rice, white, cooked, glutinous",
"56205200.0","RICE, FRZ DES,NONDAIRY,NOT CHOC (INCL RICE DREAM)","Rice, frozen dessert, nondairy, flavors other than chocolate",
"56205205.0","RICE, WILD, 100%, COOKED, NS AS TO FAT ADDED IN COOKING","Rice, wild, 100%, cooked, NS as to fat added in cooking",
"56205210.0","RICE, WILD, 100%, COOKED, NO FAT ADDED","Rice, wild, 100%, cooked, fat not added in cooking",
"56205215.0","RICE, WILD, 100%, COOKED, FAT ADDED IN COOKING","Rice, wild, 100%, cooked, fat added in cooking",
"56205230.0","RICE DESSERT BAR,FRZ,NOT CHOC,NONDAIRY,CAROB,COVER","Rice dessert bar, frozen, flavors other than chocolate, nondairy, carob covered",
"56205240.0","RICE DESSERT BAR,FRZ,CHOC,NONDAIRY,CHOC COVERED","Rice dessert bar, frozen, chocolate, nondairy, chocolate covered",
"56205300.0","RICE, WHITE & WILD, COOKED, NO FAT ADDED","Rice, white and wild, cooked, fat not added in cooking",
"56205310.0","RICE, BROWN & WILD, COOKED, NO FAT ADDED","Rice, brown and wild, cooked, fat not added in cooking",
"56205320.0","RICE, WHITE & WILD, FAT ADDED","Rice, white and wild, cooked, fat added in cooking",
"56205330.0","RICE, WHITE & WILD, NS AS TO ADDED FAT","Rice, white and wild, cooked, NS as to fat added in cooking",
"56205340.0","RICE, BROWN & WILD, FAT ADDED","Rice, brown and wild, cooked, fat added in cooking",
"56205350.0","RICE, BROWN & WILD, NS AS TO ADDED FAT","Rice, brown and wild, cooked, NS as to fat added in cooking",
"56205410.0","RICE, WHITE, COOKED W/ (FAT) OIL, PUERTO RICAN STYLE","Rice, white, cooked with (fat) oil, Puerto Rican style (Arroz blanco)",
"56206970.0","WHEAT, CREAM OF,COOKED,QUICK,NS AS TO ADDED FAT","Wheat, cream of, cooked, quick, NS as to fat added in cooking",
"56206980.0","WHEAT, CREAM OF,COOKED,REG,NS AS TO ADDED FAT","Wheat, cream of, cooked, regular, NS as to fat added in cooking",
"56206990.0","WHEAT, CREAM OF,COOKED,NS AS REG,QUICK,/INST","Wheat, cream of, cooked, NS as to regular, quick, or instant, NS as to fat added in cooking",
"56207000.0","WHEAT, CREAM OF, COOKED, NFS, NO FAT ADDED","Wheat, cream of, cooked, NS as to regular, quick, or instant, fat not added in cooking",
"56207010.0","WHEAT, CREAM OF, COOKED, REGULAR, NO FAT ADDED","Wheat, cream of, cooked, regular, fat not added in cooking",
"56207020.0","WHEAT, CREAM OF, COOKED, QUICK, NO FAT ADDED","Wheat, cream of, cooked, quick, fat not added in cooking",
"56207030.0","WHEAT, CREAM OF, COOKED, INSTANT, NO FAT ADDED","Wheat, cream of, cooked, instant, fat not added in cooking",
"56207050.0","WHEAT, CREAM OF, MADE W/ MILK & SUGAR, P.R. STYLE","Wheat, cream of, cooked, made with milk and sugar, Puerto Rican style",
"56207060.0","WHEAT, CREAM OF, INSTANT, COOKED, FAT ADDED","Wheat, cream of, cooked, instant, fat added in cooking",
"56207070.0","WHEAT, CREAM OF, INSTANT,COOKED, NS AS TO ADDED FAT","Wheat, cream of, cooked, instant, NS as to fat added in cooking",
"56207080.0","WHEAT, CREAM OF,COOKED,NS AS TO REG,QUICK, OR INST","Wheat, cream of, cooked, NS as to regular, quick, or instant, fat added in cooking",
"56207082.0","WHEAT,CREAM, COOKED, NFS, MADE W/ MILK, FAT ADDED IN COOKING","Wheat, cream of, cooked, NS as to regular, quick, or instant, made with milk, fat added in cooking",
"56207083.0","WHEAT, CREAM OF, COOKED, NFS, MADE W/ MILK, NO FAT ADDED","Wheat, cream of, cooked, NS as to regular, quick, or instant, made with milk, fat not added in cooking",
"56207084.0","WHEAT, CREAM OF,COOKED, NFS,MADE W/ MILK, NS AS TO FAT ADDED","Wheat, cream of, cooked, NS as to regular, quick, or instant, made with milk, NS as to fat added in cooking",
"56207086.0","WHEAT, CREAM OF, COOKED, REG, MADE W/ MILK, FAT ADDED","Wheat, cream of, cooked, regular, made with milk, fat added in cooking",
"56207087.0","WHEAT, CREAM OF, COOKED, REG, MADE W/ MILK,FAT NOT ADDED","Wheat, cream of, cooked, regular, made with milk, fat not added in cooking",
"56207088.0","WHEAT, CREAM OF,COOKED,REG, MADE W/MILK, NS FAT ADDED","Wheat, cream of, cooked, regular, made with milk, NS as to fat added in cooking",
